date,temperature,humidity,soil_moisture,NDVI,LST,Target_Stressed
2026-09-22 20:24:25,31.8,98.0,40.0,0.4996714153011233,36.104873460781306,0
2026-09-22 20:24:25,32.5,68.0,40.0,0.43617356988288153,36.80140536964461,0
2026-09-22 20:24:27,31.8,98.0,40.0,0.5147688538100692,37.162943407349054,0
2026-09-22 20:24:27,32.3,68.0,40.0,0.6023029856408025,34.4300796330133,0
2026-09-22 20:24:30,31.8,95.0,40.0,0.4265846625276664,34.212623251230454,0
2026-09-22 20:24:30,32.0,68.0,40.0,0.42658630430508193,36.15656870613854,0
2026-09-22 20:24:32,31.8,95.0,40.0,0.6079212815507391,35.280753319498366,0
2026-09-22 20:24:33,32.1,68.0,40.0,0.5267434729152909,37.57137099889291,0
2026-09-22 20:24:35,31.8,95.0,40.0,0.4030525614065048,35.43796388671819,0
2026-09-22 20:24:35,32.3,68.0,40.0,0.5042560043585965,35.18154444799706,0
